N,P,K,Temperature,Humidity,pH,Rainfall,Label
53,26,52,25.02083501,52.10514423,6.668980207,2011.349108,Karet
55,25,53,27.7424382,46.61374272,5.534621538,2019.306076,Karet
51,28,57,27.76408413,41.24560127,6.241948021,2825.820403,Karet
54,27,52,26.32967793,53.52173188,6.329276533,2614.527369,Karet
59,27,57,25.28908507,41.94285979,6.248432248,2712.099658,Karet
54,28,53,26.36501092,49.86131525,5.318264124,2088.823129,Karet
59,27,55,25.9118588,56.89543563,6.51096524,2621.701165,Karet
54,29,60,25.49162056,46.33644633,5.76514258,2235.867904,Karet
52,29,58,27.12227298,54.59653901,5.957260372,2109.422685,Karet
56,28,52,25.61125719,43.18851932,5.786792169,2433.723509,Karet
51,30,52,25.56821262,50.1912924,7.178357233,2019.188753,Karet
52,26,58,26.52727922,47.36197071,7.271214162,2070.907833,Karet
52,26,51,25.4095642,41.66643931,5.944842374,2715.194031,Karet
59,29,54,25.38800772,51.15770921,7.241410089,2150.580302,Karet
59,28,56,26.50932778,43.10953905,5.458316747,2921.465449,Karet
57,26,52,27.70617902,47.26860966,6.050193646,2458.181431,Karet
54,30,55,26.22974127,46.56908475,6.700367467,2484.2855,Karet
54,29,53,27.92465843,47.26717506,5.413972323,2078.824935,Karet
55,29,52,26.18086729,58.26073041,7.042088909,2562.852937,Karet
57,29,51,25.58086899,53.39060868,5.202793029,2317.282592,Karet
54,30,52,26.17059293,50.19886419,5.462974698,2482.84294,Karet
59,27,54,27.40062793,57.78246518,6.71497792,2800.47999,Karet
60,27,57,26.99097551,56.09986738,5.346148953,2510.519121,Karet
54,27,57,26.16147517,52.64621968,5.407756684,2002.170346,Karet
56,27,57,27.8428319,50.03154454,5.378883737,2795.879139,Karet
53,29,57,25.94596874,51.26316077,6.793443372,2603.705792,Karet
56,29,56,25.4288873,58.53740182,6.605200002,2806.26215,Karet
51,29,58,27.75198162,58.78577847,6.768554997,2577.79999,Karet
52,30,56,26.99131764,44.3423934,6.110149422,2830.348093,Karet
54,28,52,27.27273912,40.53304046,5.80904856,2822.195487,Karet
60,29,52,27.92402158,43.37262391,5.852856709,2907.64476,Karet
57,28,60,25.75769494,48.63097628,5.798969958,2468.025866,Karet
53,29,60,27.65136561,51.61401035,6.240865492,2693.664605,Karet
56,28,52,27.37929459,48.4196092,7.438513726,2986.877707,Karet
54,29,53,27.12487744,57.63452592,6.579992635,2122.81461,Karet
55,28,60,27.78974237,53.17209953,7.335917033,2697.386408,Karet
53,29,54,26.02798212,49.80808523,5.930450317,2327.349701,Karet
55,28,51,26.78377552,43.58737534,6.605512063,2261.063415,Karet
54,27,52,25.4347391,41.08821575,7.366055989,2882.209215,Karet
51,27,55,25.15272168,57.96129063,6.102671886,2470.821071,Karet
52,26,53,27.92155502,46.72672307,6.222069337,2924.305622,Karet
58,28,51,26.54536932,53.81738733,5.447676646,2204.873097,Karet
55,27,55,27.13075265,45.53067527,5.664946231,2198.6897,Karet
58,28,51,26.99924225,55.11353569,5.346701006,2246.959178,Karet
58,30,57,27.40812929,58.0128552,5.577734506,2311.548204,Karet
52,28,58,25.47141284,58.77086564,6.891982971,2395.731143,Karet
55,28,52,26.85923169,44.42557974,6.908523404,2464.593264,Karet
55,26,59,26.14379245,41.28132373,5.532363918,2186.794376,Karet
60,28,56,25.15406972,50.66700965,7.43619061,2397.869306,Karet
54,28,51,26.019143,53.02103784,6.823278583,2116.891205,Karet
54,28,57,25.10717691,42.23759104,7.029180551,2983.829878,Karet
51,29,53,26.99678188,58.7725894,6.241099113,2042.518394,Karet
52,25,57,26.26898315,41.16452791,6.648794455,2535.196082,Karet
53,27,59,25.04679575,54.86206315,6.336264468,2675.172647,Karet
52,27,51,27.05856506,53.51831005,6.297376851,2071.444441,Karet
58,25,56,26.26734891,58.63296484,5.397331608,2541.040762,Karet
56,26,51,26.78713557,52.82111595,5.796124528,2367.24523,Karet
53,27,52,25.81832518,55.0216799,7.356393934,2089.948335,Karet
55,25,54,26.89678381,41.2559057,7.009342747,2849.212087,Karet
53,28,60,26.26328545,45.65099266,6.238310875,2956.594342,Karet
53,28,57,26.26734231,53.6173316,5.484214237,2426.705813,Karet
53,27,54,27.04641407,43.1468496,7.430632516,2728.406996,Karet
59,27,58,26.08285545,53.20725495,6.742364296,2124.394565,Karet
59,28,58,26.50144911,54.78451981,6.894680226,2868.386117,Karet
53,26,52,27.9212541,45.03214426,5.975505541,2216.255971,Karet
57,25,52,25.21921293,59.42160956,5.445862426,2977.94831,Karet
54,30,51,27.0537037,45.93493181,5.619303008,2146.590488,Karet
55,27,54,26.72673713,41.12907668,7.284784569,2523.485155,Karet
60,28,50,27.89487424,44.2958666,5.251561933,2470.102242,Karet
54,29,57,27.93185931,52.78141508,7.110661454,2053.517594,Karet
53,27,57,27.38901094,40.86401348,5.768436729,2291.526733,Karet
55,28,53,26.64282459,52.94500978,7.282083497,2856.608282,Karet
55,27,57,27.4462908,56.47131336,6.744176497,2467.315522,Karet
53,29,59,26.57213292,53.23862414,5.381130968,2321.092573,Karet
52,30,57,26.40498623,53.37630847,6.393176441,2342.504821,Karet
52,30,52,27.39865504,53.46452326,6.78793786,2819.341029,Karet
51,27,59,26.96576821,43.49382578,7.284525118,2876.530332,Karet
58,29,57,25.92228587,53.69991628,7.313045128,2736.175825,Karet
50,27,50,25.78279096,46.74778567,7.214430025,2028.496516,Karet
55,28,53,27.25057188,50.86388877,7.216486032,2047.637618,Karet
54,25,52,25.89909784,52.45192026,6.007547109,2012.657496,Karet
57,28,50,26.01450544,50.378047,6.453081683,2165.507523,Karet
52,36,87,28.42077826,76.84565677,5.814750203,2718.051107,Kelapa
51,35,88,28.35431105,73.45196452,5.684760071,2869.992338,Kelapa
59,40,59,27.72041424,65.7654936,5.02225625,2991.773054,Kelapa
52,27,58,29.97210231,74.54647028,5.967651453,2877.026148,Kelapa
53,30,99,29.55482326,65.62813968,5.654350169,2689.171768,Kelapa
56,44,76,27.25070153,67.54090225,5.630580554,2911.308077,Kelapa
55,43,67,29.05290084,76.81523978,5.262485194,2582.375189,Kelapa
52,34,100,29.77953127,67.55946262,5.536994664,2929.876262,Kelapa
54,45,84,27.46263207,72.76221151,5.238599567,2821.543787,Kelapa
53,35,64,28.87454967,75.15312129,5.557080091,2878.708791,Kelapa
52,27,94,28.62798482,66.30131167,5.898365081,2796.413503,Kelapa
57,40,87,26.43270294,75.86157856,5.893316541,2656.588689,Kelapa
54,37,83,26.37645766,75.27938863,5.317665895,2996.440467,Kelapa
53,31,75,26.63581326,73.28348833,5.537830792,2935.980242,Kelapa
60,38,68,26.85357942,73.795618,5.552293457,2821.235821,Kelapa
53,48,55,29.31196199,77.49575299,5.101249288,2502.654059,Kelapa
56,47,97,28.74917584,77.53045393,5.703696583,2555.355485,Kelapa
58,44,60,29.15186924,65.19236608,5.723218922,2593.903665,Kelapa
51,41,79,29.04125714,70.4367181,5.082729509,2986.601852,Kelapa
57,45,87,29.50489891,72.55826619,5.565153688,2856.026287,Kelapa
54,42,94,28.9040063,65.76450805,5.975381,2849.256014,Kelapa
59,30,93,28.20150151,75.88185384,5.766264311,2676.490101,Kelapa
54,40,63,28.11597877,71.32320605,5.658840682,2589.260163,Kelapa
50,27,82,29.79475783,78.53612503,5.3189423,2669.077988,Kelapa
57,39,80,26.325045,73.57081351,5.419732088,2787.783703,Kelapa
60,41,89,26.2029939,72.2971071,5.93816134,2976.289586,Kelapa
55,28,88,29.97885677,73.52971552,5.100839317,2969.272358,Kelapa
56,30,60,28.26574131,75.64075681,5.639802854,2779.010603,Kelapa
50,28,53,26.0433602,78.46341443,5.059465835,2914.378103,Kelapa
56,49,80,27.34442259,73.1644595,5.429846299,2630.473207,Kelapa
54,48,95,27.94606718,79.47281206,5.607849882,2828.161881,Kelapa
59,49,56,28.09954562,75.79366327,5.720205898,2830.770296,Kelapa
57,28,63,26.98484963,76.90377975,5.626904134,2998.946941,Kelapa
56,33,66,28.42174393,76.7480829,5.931571636,2767.8236,Kelapa
54,36,55,26.39774426,71.53194583,5.825644331,2819.631494,Kelapa
55,31,75,26.44724296,75.19205268,5.453227975,2914.22054,Kelapa
54,38,74,26.38417038,72.58260066,5.594275834,2993.188744,Kelapa
55,46,74,28.92426112,72.84216416,5.862807116,2689.6282,Kelapa
55,25,98,29.537112,74.38422581,5.830034085,2681.23653,Kelapa
57,34,88,26.87038755,75.84589673,5.68581268,2962.40588,Kelapa
58,41,85,28.31150886,76.30959711,5.832883604,2959.848091,Kelapa
57,30,99,26.71622252,67.6867696,5.668014395,2776.489248,Kelapa
57,33,69,29.77296156,66.20381133,5.463515249,2809.816305,Kelapa
53,32,75,26.98921289,72.68744247,5.318436684,2675.084656,Kelapa
53,38,78,26.13000767,66.2087249,5.527478168,2601.889573,Kelapa
54,32,99,29.1152718,75.46556956,5.417252464,2934.61332,Kelapa
55,48,88,27.26018429,77.22978718,5.539477047,2870.439121,Kelapa
58,37,84,26.5473218,67.90425639,5.386083312,2621.035599,Kelapa
59,43,65,29.27796778,72.46375122,5.333001958,2608.908075,Kelapa
56,38,80,29.23889274,71.50676611,5.930463527,2914.011688,Kelapa
57,30,55,29.62446606,73.34255808,5.525069624,2625.778984,Kelapa
50,34,81,28.66850671,79.51441878,5.587661727,2913.208966,Kelapa
52,27,70,28.67350018,74.91811247,5.627034027,2878.110066,Kelapa
57,27,60,29.19874132,73.82486907,5.071603078,2778.950436,Kelapa
53,47,99,28.48719848,72.14301284,5.928427935,2613.898125,Kelapa
58,42,87,27.75489803,73.25821199,5.772585503,2651.755537,Kelapa
51,38,73,27.38001779,75.85649027,5.535710628,2962.584811,Kelapa
51,40,70,26.69949946,74.25579089,5.124921261,2533.391675,Kelapa
50,33,89,26.92387842,65.65377389,5.607777144,2581.740742,Kelapa
50,47,64,29.38202536,65.44964745,5.898563186,2714.408327,Kelapa
51,30,82,26.91929895,68.26673539,5.198527947,2966.345386,Kelapa
57,40,51,26.95124935,69.21156775,5.977349276,2879.852938,Kelapa
53,43,76,29.56239207,66.72101442,5.996244257,2748.358676,Kelapa
58,32,94,27.41365174,73.32480258,5.799757208,2931.798653,Kelapa
58,43,82,26.61793804,67.42305888,5.835397813,2924.136707,Kelapa
51,27,58,28.21997243,71.87376875,5.676698712,2747.02148,Kelapa
52,47,55,28.77191275,67.17810204,5.320469356,2637.716047,Kelapa
51,33,75,26.51741566,75.74576048,5.190722579,2926.151469,Kelapa
53,40,62,27.15362515,65.83097824,5.102076633,2649.210768,Kelapa
56,45,57,28.11282881,76.81477419,5.733357927,2884.863675,Kelapa
54,45,79,26.91991766,68.6721793,5.990946008,2737.405431,Kelapa
51,44,76,29.73204848,78.27659823,5.868440972,2713.362585,Kelapa
53,37,92,26.42882775,77.78410707,5.487836244,2869.568495,Kelapa
51,26,54,26.26129578,66.94031955,5.491179156,2789.682393,Kelapa
55,46,68,29.51879988,73.95886736,5.737213349,2826.49993,Kelapa
53,41,54,29.31379108,65.67101193,5.679313684,2558.100163,Kelapa
60,41,62,29.03059006,70.94961891,5.465739617,2522.115664,Kelapa
53,40,73,28.29997509,73.37253755,5.878830067,2605.037873,Kelapa
55,41,84,29.04817815,68.61135446,5.799940285,2933.167033,Kelapa
53,40,69,29.67190843,70.02428992,5.636764089,2815.821555,Kelapa
54,39,72,27.43057606,79.15489842,5.627424169,2808.620364,Kelapa
59,32,77,29.07376608,70.06150862,5.969655805,2798.424994,Kelapa
55,40,82,26.71988295,72.28008821,5.601633374,2662.506596,Kelapa
52,40,78,27.43085011,71.3023691,5.354523223,2703.828648,Kelapa
58,45,65,28.26341904,74.42991105,5.039892756,2546.120135,Kelapa
60,38,50,27.47868467,71.12431403,5.461908954,2881.619653,Kelapa
52,45,80,27.82434798,65.17765735,5.044696001,2826.130974,Kelapa
59,35,58,28.44783857,74.60601053,5.864831773,2934.313161,Kelapa
53,26,78,26.72701161,72.3033393,5.850357265,2584.992181,Kelapa
58,34,93,26.3349052,68.10604564,5.635527342,2942.101911,Kelapa
57,33,71,29.43682444,66.07402133,5.645150301,2887.347244,Kelapa
57,49,62,27.96621995,66.66476831,5.181632168,2700.060676,Kelapa
57,43,54,28.57799433,69.39441111,5.602917204,2691.484912,Kelapa
54,47,66,28.81092286,75.11052014,5.578480036,2867.885735,Kelapa
56,33,65,27.27706584,69.02152185,5.671179502,2585.127807,Kelapa
53,47,92,29.91029329,69.16364807,5.590675895,2900.677329,Kelapa
52,43,89,27.09248419,69.90530456,5.162690726,2706.521424,Kelapa
54,33,54,26.46401,68.80261418,5.240362196,2965.129371,Kelapa
55,31,92,27.6016155,75.4503952,5.18609144,2511.939831,Kelapa
56,45,81,26.15856145,75.47682809,5.24459984,2998.201343,Kelapa
21,52,34,25.221515,78.50862119,6.919626849,798.7787373,Kacang Hijau
